שני,H8147,Acmdc,two
שני,H8141,Acmdc,years
שני,H8141,Ncfpc,years
שני,H8144,Ncmsa,scarlet
שני,H8144,Ncmsc,scarlet
שני,H8127,Ncbdc,edge
שני,H8128,ANcfpd,tooth.
שני,H8128,ANcfdc,tooth.
יקוו,H6960,VNj3mp,be reserved
יקוו,H6960,Vpi3mp,be reserved
אל,H413,R,not
אל,H413,Tn,not
אל,H1008,Np,Beth-el.
אל,H408,Tn,not
אל,H408,R,not
אל,H410,Ncmsa,might
אל,H410,Ncmsc,might
אל,H410,Np,might
אל,H411,Pdxcp,these
אל,H3808,Tn,not
אל,H3317,Np,Jiphthah-el.
אל,H4027,Np,Migdal-el.
אל,H6214,Np,Asahel.
אל,H516,Tn,Al-taschith.
אל,H6005,Np,Immanuel.
אל,H352,Ncmsc,ram
אל,H409,ATn,not.
מקום,H4725,Ncmsa,place
מקום,H4725,Ncmsc,place
תראה,H7200,VNi3fs,seer
תראה,H7200,Vqi2ms,seer
תראה,H7200,Vqi3fs,seer
תראה,H7200,Vqw3fs,seer
יבשה,H3004,Ncfsa,dried out
יבשה,H3001,Vqp3fs,be dried out
יבשה,H3002,Aafsa,dried out
מקוה,H4723,Ncmsc,reservoir
מקוה,H4723,Ncmsa,reservoir
מקוה,H4724,Ncfsa,reservoir
ימים,H3220,Ncmpa,sea
ימים,H3117,Ncmpa,days
ימים,H3117,Ncmda,days
תדשא,H1876,Vhj3fs,shoot
דשא,H1877,Ncmsa,shoot
עשב,H6212,Ncmsa,herb
עשב,H6212,Ncmsc,herb
עשב,H6211,Ncmsc,moth. See also H5906 (עַיִשׁ).
עשב,H6211,Ncmsd,moth. See also H5906 (עַיִשׁ).
עשב,H6211,ANcmsd,moth. See also H5906 (עַיִשׁ).
מזריע,H2232,Vhrmsa,seed
זרע,H2233,Ncmsa,seed
זרע,H2233,Ncmsc,seed
זרע,H2232,Vqrmsa,seed
זרע,H2232,Vqp3ms,seed
זרע,H2232,Vqsmsa,seed
זרע,H2232,Vqv2ms,seed
זרע,H2232,Vqc,seed
זרע,H2220,Ncbsa,arms
זרע,H2220,Ncbsc,arms
זרע,H2220,Ncbpc,arms
זרע,H2234,Ncmsc,seed.
עץ,H6086,Ncmsc,tree
עץ,H6086,Ncmsa,tree
פרי,H6529,Ncmsa,fruit
פרי,H6529,Ncmsc,fruit
פרי,H6499,Ncmpc,bullock
עשה,H6213,Vqrmsa,do
עשה,H6213,Vqp3ms,do
עשה,H6213,Vqv2ms,do
עשה,H6213,Vqc,do
עשה,H6213,Vqq3ms,do
עשה,H6213,Vqrmsc,do
עשה,H6213,Vqrfsa,do
עשה,H6213,Vqa,do
עשה,H6214,Np,Asahel.
מינ,H4327,Ncmsc,kind
תוצא,H3318,Vhw3fs,go out
תוצא,H3318,Vhj3fs,go out
הו,no-lemma,Sp3ms,
הו,no-lemma,Sp3mp,
הו,H1931,Pp3ms,her
הו,H1930,Tj,alas.
שלישי,H7992,Aomsa,third
שלישי,H7991,Ncmpc,three
מארת,H3974,Ncmpa,light
מארת,H3994,Ncfsc,curse
הבדיל,H914,Vhc,make separate
הבדיל,H914,Vhp3ms,make separate
הבדיל,H914,Vhq3ms,make separate
היו,H1961,Vqq3cp,to be
היו,H1961,Vqp3cp,to be
היו,H1961,Vqa,to be
היו,H1961,Vqv2mp,to be
אתת,H226,Ncbpa,token
אתת,H226,Ncbpc,token
מועדים,H4150,Ncmpa,appointment
מועדים,H3259,VHsmpa,make appointed
שנים,H8141,Ncfpa,years
שנים,H8145,Aompa,second
שנים,H8147,Acmda,two
שנים,H8127,Ncbda,edge
שנים,H8144,Ncmpa,scarlet
מאורת,H3974,Ncmpa,light
מאורת,H3975,Ncfsc,den.
האיר,H215,Vhc,be light
האיר,H215,Vhq3ms,be light
האיר,H215,Vhv2ms,be light
גדלים,H1419,Aampa,great
גדלים,H1434,Ncmpa,greatenings
מאור,H3974,Ncmsa,light
מאור,H3974,Ncmsc,light
גדל,H1419,Aamsa,great
גדל,H1419,Aamsc,great
גדל,H1432,Vqrmsa,greatening
גדל,H1431,Vqp3ms,greaten
גדל,H1431,Vpc,greaten
גדל,H1431,Vpp3ms,greaten
גדל,H1433,Ncmsc,greatness
גדל,H1433,Ncmsa,greatness
גדל,H1435,Np,Giddel.
ממשלת,H4475,Ncbsc,rule
ממשלת,H4474,Ncbsc,ruler
קטן,H6996,Aamsa,lesser
קטן,H6996,Aamsc,lesser
קטן,H6997,Np,Hakkatan (including the article).
כוכבים,H3556,Ncmpa,star
יתן,H5414,Vqw3ms,be made given
יתן,H5414,Vqj3ms,be made given
יתן,H5414,Vqi3ms,be made given
יתן,H5414,VHi3ms,be made given
יתן,H5414,VHw3ms,be made given
יתן,H5414,VQj3ms,be made given
יתן,H5414,VHj3ms,be made given
ם,no-lemma,Sp3mp,
משל,H4910,Vqc,rule
משל,H4910,Vqrmsa,rule
משל,H4910,Vqv2ms,rule
משל,H4910,Vqrmsc,rule
משל,H4910,Vqq3ms,rule
משל,H4910,Vqp3ms,rule
משל,H4912,Ncmsc,comparison
משל,H4912,Ncmsa,comparison
משל,H4913,Np,Mashal.
משל,H4914,Vqc,byword.
משל,H4915,Ncmsc,comparator
משל,H4911,Vqrmsa,make comparable
משל,H4911,Vqv2ms,make comparable
משל,H4911,Vqc,make comparable
רביעי,H7243,Aomsa,fourth
רביעי,H7244,AAomsd,fourth.
ישרצו,H8317,Vqi3mp,swarm
ישרצו,H8317,Vqw3mp,swarm
שרץ,H8318,Ncmsc,swarmer
שרץ,H8318,Ncmsa,swarmer
שרץ,H8317,Vqrmsa,swarm
שרץ,H8317,Vqq3ms,swarm
שרץ,H8317,Vqp3ms,swarm
נפש,H5315,Ncbsa,soul
נפש,H5315,Ncbsc,soul
חיה,H2416,Aafsa,alive
חיה,H2416,Ncbsa,alive
חיה,H2416,Ncfsa,alive
חיה,H2421,Vqv2ms,be alive
חיה,H2421,Vqa,be alive
חיה,H2421,Vqq3ms,be alive
חיה,H2421,Vpp3ms,be alive
חיה,H2421,Vqp3ms,be alive
חיה,H2425,Vqq3fs,be alive
עוף,H5775,Ncmsa,flyer
עוף,H5775,Ncmsc,flyer
עוף,H5774,Vqc,fly
עוף,H5776,Ncmsc,fowl.
עוף,H5776,ANcmsa,fowl.
יעופף,H5774,Voi3ms,fly
יברא,H1254,Vqw3ms,he created
יברא,H1254,Vqi3ms,he created
תנינם,H8577,Ncmpa,monster
כל,H3605,Ncmsc,all
כל,H3605,Ncmsa,all
כל,H3605,ANcmsc,all
כל,H3627,Ncmpc,thing
כל,H3615,Vpp3ms,be finished
כל,H3606,Ncmsc,all
כל,H3606,ANcmsd,all
כל,H3606,ANcmsc,all
כל,H3606,ANcmsa,all
כל,H3606,Ncmsa,all
כל,H3606,Ncmsd,all
כל,H3606,AVqi3fs,all
כל,H3626,Np,Col-hozeh.
כל,H3557,Vqp3ms,make sustained
רמשת,H7430,Vqrfsa,crawl
שרצו,H8317,Vqp3cp,swarm
שרצו,H8317,Vqq3cp,swarm
שרצו,H8317,Vqv2mp,swarm
הם,no-lemma,Sp3mp,
הם,H1992,Pp3mp,they/them
הם,H1992,Sp3mp,they/them
הם,H1990,Np,Ham.
כנף,H3671,Ncfsa,wing
כנף,H3671,Ncfsc,wing
יברך,H1288,Vpw3ms,kneel
יברך,H1288,Vhw3ms,kneel
יברך,H1288,Vpj3ms,kneel
יברך,H1288,Vpi3ms,kneel
יברך,H1288,VPi3ms,kneel
יברך,H1288,Vqw3ms,kneel
אמר,H559,Vqc,he said
אמר,H559,Vqp3ms,he said
אמר,H559,Vqw1cs,he said
אמר,H559,Vqi1cs,he said
אמר,H559,Vqrmsa,he said
אמר,H559,Vqv2ms,he said
אמר,H559,Vqq3ms,he said
אמר,H559,Vqa,he said
אמר,H564,Np,Immer.
אמר,H560,Vqp3ms,command
אמר,H560,AVqv2ms,command
אמר,H560,Vqrmsa,command
אמר,H560,AVqrmsa,command
אמר,H560,AVqp3ms,command
אמר,H561,Ncmsc,saying
אמר,H561,Ncmpc,saying
אמר,H562,Ncmsa,saying
פרו,H6509,Vqv2mp,fruit
פרו,H6509,Vqq3cp,fruit
פרו,H6509,Vqp3cp,fruit
רבו,H7235,Vqv2mp,be multiplied
רבו,H7235,Vqq3cp,be multiplied
רבו,H7235,Vqp3cp,be multiplied
רבו,H7378,Vqp3cp,strive
רבו,H7232,Vqp3cp,multiply
רבו,H7239,Acbsa,ten thousand
רבו,H7239,Ncbsc,ten thousand
רבו,H7231,Vqp3cp,be much
רבו,H7231,Vqq3cp,be much
רבו,H7238,Ncfsa,greatness
רבו,H7240,Acfsc,ten thousand times ten thousand.
מלאו,H4390,Vqv2mp,be full
מלאו,H4390,Vqp3cp,be full
מלאו,H4390,Vqq3cp,be full
מלאו,H4390,Vpp3cp,be full
מלאו,H4390,Vpq3cp,be full
מלאו,H4390,Vpv2mp,be full
ירב,H7235,Vqj3ms,be multiplied
ירב,H7235,Vhj3ms,be multiplied
ירב,H7235,Vqw3ms,be multiplied
ירב,H7235,Vhw3ms,be multiplied
ירב,H7235,Vhi3ms,be multiplied
ירב,H7378,Vqw3ms,strive
ירב,H7378,Vqj3ms,strive
ירב,H7378,Vhw3ms,strive
ירב,H3377,Np,Jareb. Compare H3402 (יָרִיב).
חמישי,H2549,Aomsa,fifth
בהמה,H929,Ncfsa,beast
רמש,H7431,Ncmsa,crawler
רמש,H7431,Ncmsc,crawler
רמש,H7430,Vqrmsa,crawl
חיתו,H2416,Ncfsc,alive
חית,H2416,Ncfsc,alive
חית,H2421,Vpc,be alive
חית,H2421,Vpp3fs,be alive
אדמה,H127,Ncfsa,ground
אדמה,H126,Np,Admah
אדמה,H122,Aafsa,red
אדמה,H128,Np,Adamah.
אדמה,H1819,Vti1cs,be like
אדמה,H1819,Vpi1cs,be like
נעשה,H6213,Vqi1cp,do
נעשה,H6213,Vqh1cp,do
נעשה,H6213,VNp3ms,do
נעשה,H6213,Vqw1cp,do
נעשה,H6213,VNsmsa,do
נעשה,H6213,VNq3ms,do
אדם,H120,Ncmsa,adam
אדם,H120,Ncmsc,adam
אדם,H121,Np,Adam
אדם,H122,Aamsa,red
אדם,H124,Ncmsa,odem
אדם,H5654,Np,Obed-edom.
אדם,H1826,Vqw1cs,be still
צלמ,H6754,Ncmsc,image
צלמ,H6755,ANcmsd,form
צלמ,H6755,Ncmsd,form
נו,no-lemma,Sp1cp,
נו,no-lemma,Sp3ms,
נו,no-lemma,Pp1cp,
נו,H5116,Ncbsc,abode
נו,H7945,Sp1cp,cause
כ,Hk,R,like
כ,Hk,Rd,like
כ,Hk,AC,like
כ,Hk,AR,like
כ,Hk,C,like
דמות,H1823,Ncfsc,likeness
דמות,H1823,Ncfsa,likeness
ירדו,H7287,Vqj3mp,govern
ירדו,H7287,Vqw3mp,govern
ירדו,H7287,Vqi3mp,govern
ירדו,H3381,Vqw3mp,he went down
ירדו,H3381,Vqq3cp,he went down
ירדו,H3381,Vqp3cp,he went down
ירדו,H3381,Vqi3mp,he went down
ירדו,H3381,Vhi3mp,he went down
דגת,H1710,Ncfsc,fish
ים,H3220,Ncmsa,sea
ים,H3220,Ncmsc,sea
צלם,H6754,Ncmsc,image
צלם,H6754,Ncmsa,image
צלם,H6755,ANcmsa,form
צלם,H6755,Ncmsc,form
זכר,H2145,Aamsa,male
זכר,H2145,Ncmsa,male
זכר,H2142,Vqc,make remembered
זכר,H2142,Vqp3ms,make remembered
זכר,H2142,Vqv2ms,make remembered
זכר,H2142,Vqa,make remembered
זכר,H2143,Ncmsc,remembrance
זכר,H2143,Ncmsa,remembrance
זכר,H2144,Np,Zeker.
נקבה,H5347,Ncfsa,female
כבש,H3533,Vqv2mp,subjugate
כבש,H3533,Vpp3ms,subjugate
כבש,H3533,Vqc,subjugate
כבש,H3532,Ncmsa,lamb
כבש,H3532,Ncmsc,lamb
כבש,H3532,Ncmpc,lamb
כבש,H3534,Ncmsa,
רדו,H7287,Vqv2mp,govern
רדו,H7287,Vqq3cp,govern
רדו,H3381,Vqv2mp,he went down
הנה,H2009,Tm,behold
הנה,H2007,Pp3fp,they/them
הנה,H2007,Pp3fs,they/them
הנה,H2007,Sp3fp,they/them
הנה,H2008,D,here
הנה,H2008,Pp3fp,here
הנה,no-lemma,Sp3fp,
נתתי,H5414,Vqp1cs,be made given
נתתי,H5414,Vqq1cs,be made given
נתתי,H5414,Vqp2fs,be made given
נתתי,H5414,Vqq2fs,be made given
כם,no-lemma,Sp2mp,
כם,no-lemma,Sp2ms,
כם,no-lemma,Sp2cp,
כם,no-lemma,Pp2mp,
כם,H4480,Sp2mp,from
יהיה,H1961,Vqi3ms,to be
יהיה,H1961,Vqj3ms,to be
אכלה,H402,Ncfsa,eating
אכלה,H3615,Vpi1cs,be finished
אכלה,H3615,Vph1cs,be finished
אכלה,H398,Vqh1cs,eat
אכלה,H398,Vqq3fs,eat
אכלה,H398,Vqp3fs,eat
אכלה,H398,Vqrfsa,eat
אכלה,H398,Vqc,eat
אכלה,H399,AVqrfsa,[phrase] accuse
רומש,H7430,Vqrmsa,crawl
ירק,H3418,Ncmsa,green
ירק,H3418,Ncmsc,green
ירק,H7324,Vhw3ms,make empty
ירק,H7556,Vqi3ms,spit
ירק,H3417,Vqa,spit
ירק,H3417,Vqp3ms,spit
ירק,H3419,Ncmsa,green
ירק,H3419,Ncmsc,green
מאד,H3966,D,exceedingly
מאד,H3966,Ncmsc,exceedingly
מאד,H3966,Ncmsa,exceedingly
ששי,H8345,Aomsa,sixth
ששי,H8344,Np,Sheshai.
ששי,H8343,Np,Shashai.
ששי,H8336,Ncmsa,tow
יכלו,H3615,VPw3mp,be finished
יכלו,H3615,Vqw3mp,be finished
יכלו,H3615,Vpw3mp,be finished
יכלו,H3615,Vpi3mp,be finished
יכלו,H3615,Vqi3mp,be finished
יכלו,H3201,Vqp3cp,be able
יכלו,H3201,Vqi3mp,be able
יכלו,H3557,Vhi3mp,make sustained
צבא,H6635,Ncbsc,host
צבא,H6635,Ncbsa,host
צבא,H6633,Vqc,host
צבא,H6717,Np,Ziba.
צבא,H6634,AVqrmsa,will
יכל,H3615,Vpw3ms,be finished
יכל,H3615,Vqj3ms,be finished
יכל,H3615,Vpw3mp,be finished
יכל,H3201,Vqp3ms,be able
יכל,H3201,Vqa,be able
יכל,H3201,Vqw3ms,be able
יכל,H3202,AVqi3ms,be able
יכל,H3202,AVqrmsa,be able
יכל,H3202,Vqp3ms,be able
שביעי,H7637,Aomsa,seventh
מלאכת,H4399,Ncfsc,work
מלאכת,H4399,Ncfsa,work
ישבת,H7673,Vqw3ms,cease
ישבת,H7673,Vhw3ms,cease
ישבת,H7673,Vqi3ms,cease
ישבת,H3427,Vqq2ms,they dwelt
ישבת,H3427,Vqrfsa,they dwelt
ישבת,H3427,Vqp2ms,they dwelt
ישבת,H3427,Vqrfpa,they dwelt
ישבת,H3427,Vqp2fs,they dwelt
ישבת,H3427,Vqrfsc,they dwelt
יקדש,H6942,Vpw3ms,be holy
יקדש,H6942,Vqi3ms,be holy
יקדש,H6942,Vhi3ms,be holy
יקדש,H6942,VNw3ms,be holy
שבת,H7673,Vqp3ms,cease
שבת,H3427,Vqc,they dwelt
שבת,H3427,Ncfsa,they dwelt
שבת,H7676,Ncbsc,ceasing
שבת,H7676,Ncbsa,ceasing
שבת,H7674,Ncfsc,ceasing
שבת,H7674,Ncfsa,ceasing
שבת,H7725,Vqq2ms,make returned
שבת,H7725,Vqp2ms,make returned
שבת,H7725,Vqq3fs,make returned
שבת,H7675,Ncfsa,place
שבת,H7675,Ncfsc,place
עשות,H6213,Vqc,do
עשות,H6213,Vqrfpa,do
עשות,H6220,Np,Ashvath.
עשות,H6219,Aamsa,bright.
אלה,H428,Pdxcp,these
אלה,H423,Ncfsa,oath
אלה,H430,Ncmpc,elohim
אלה,H430,Ncmsc,elohim
אלה,H424,Ncfsa,oak
אלה,H425,Np,Elah.
אלה,H433,Ncmsa,eloah
אלה,H433,Ncmsc,eloah
אלה,H427,Ncfsa,oak
אלה,H422,Ncfsa,oath
אלה,H422,Vqa,oath
אלה,H426,ANcmsd,God
אלה,H426,ANcmsc,God
אלה,H426,Ncmsc,God
אלה,H426,Ncmsd,God
אלה,H426,ANcmsa,God
אלה,H412,APdxcp,these.
אלה,H429,APdxcp,these.
תולדות,H8435,Ncfpc,births
הברא,H1254,VNc,he created
יהוה,H3068,Np,Yahweh
יהוה,H3069,Np,God.
יהוה,H3071,Np,Jehovah-nissi.
שיח,H7880,Ncmsc,shrub
שיח,H7880,Ncmsa,shrub
שיח,H7879,Ncmsc,communing
שיח,H7879,Ncmsa,communing
שיח,H7878,Vqv2ms,commune
שיח,H7878,Vqc,commune
שדה,H7704,Ncmsa,country
שדה,H7704,Ncmsc,country
שדה,H7705,Ncfsa,all sorts
טרם,H2962,D,not yet
יצמח,H6779,Vqi3ms,sprout
יצמח,H6779,Vhw3ms,sprout
יצמח,H6779,Vpi3ms,sprout
יצמח,H6779,Vqw3ms,sprout
לא,H3808,Tn,not
לא,H3808,Np,not
לא,H3810,Np,Debir
לא,H3863,C,if only
לא,H3863,Tn,if only
לא,H3809,ATn,or even
לא,H3809,Tn,or even
לא,H3819,Tn,Lo-ruhamah.
לא,H3818,Tn,Lo-ammi.
המטיר,H4305,Vhp3ms,be precipitated on
המטיר,H4305,Vhc,be precipitated on
אין,H369,Tn,none
אין,H369,Ncmsa,none
אין,H370,Ti,from where?
אין,H371,Tn,not.
אין,H339,Ncmpa,isle
עבד,H5647,Vqc,serve
עבד,H5647,Vqrmsc,serve
עבד,H5647,Vqrmsa,serve
עבד,H5647,Vqq3ms,serve
עבד,H5647,Vqp3ms,serve
עבד,H5647,VPp3ms,serve
עבד,H5647,Vqv2mp,serve
עבד,H5647,Vqv2ms,serve
עבד,H5647,Vqq3cp,serve
עבד,H5650,Ncmsc,servant
עבד,H5650,Ncmsa,servant
עבד,H5650,Ncmpc,servant
עבד,H5651,Np,Ebed.
עבד,H5744,Np,Obed.
עבד,H5654,Np,Obed-edom.
עבד,H5648,AVqrmsa,cut
עבד,H5648,AVqp3ms,cut
עבד,H5648,Vqrmsa,cut
עבד,H5663,Np,Ebed-melech.
עבד,H5664,Np,Abed-nego.
עבד,H5665,Np,Abed-nego.
עבד,H5649,ANcmsc,servant.
אד,H108,Ncmsa,mist
אד,H108,Ncmsc,mist
יעלה,H5927,Vqi3ms,go up
יעלה,H5927,VNi3ms,go up
יעלה,H5927,Vhi3ms,go up
יעלה,H5927,Vhw3ms,go up
יעלה,H5927,Vqw3ms,go up
יעלה,H3279,Np,Jaala
מן,H4480,R,from
מן,H4478,Ti,man
מן,H4478,Ncmsa,man
מן,no-lemma,R,
מן,H4481,AR,according
מן,H4481,R,according
מן,H4481,AC,according
מן,H4479,APi3ms,what
מן,H4479,APi,what
מן,H4479,Pf3bs,what
מן,H4479,Pf3cs,what
